               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 158,             0.01823,            0.019773,          0.00058952,             0.95934,             0.97074,             0.97775,             0.92461,           0.0076086,            0.011641,          0.00016733,             0.00529,             0.00529,             0.00529
                 159,             0.01809,            0.019835,          0.00064044,             0.95794,             0.97182,             0.97766,             0.92432,           0.0076063,            0.011637,          0.00016704,             0.00526,             0.00526,             0.00526
                 160,            0.018496,            0.020239,           0.0006229,             0.95845,             0.97111,             0.97763,             0.92431,           0.0076032,            0.011638,          0.00016625,             0.00523,             0.00523,             0.00523
                 161,            0.018067,            0.019807,          0.00059746,             0.95958,             0.97092,             0.97764,             0.92416,           0.0075969,            0.011637,          0.00016634,              0.0052,              0.0052,              0.0052
                 162,            0.017773,            0.019554,          0.00059009,             0.95651,             0.97371,             0.97775,             0.92412,           0.0075906,            0.011636,           0.0001665,             0.00517,             0.00517,             0.00517
                 163,            0.017809,            0.019813,          0.00058263,             0.95659,             0.97319,             0.97775,             0.92444,           0.0075838,            0.011631,          0.00016656,             0.00514,             0.00514,             0.00514
                 164,             0.01804,            0.019492,           0.0006108,              0.9567,             0.97332,              0.9778,             0.92403,           0.0075792,             0.01163,          0.00016643,             0.00511,             0.00511,             0.00511
                 165,            0.017881,             0.01949,          0.00058792,             0.95726,             0.97311,             0.97775,             0.92428,           0.0075752,            0.011629,          0.00016639,             0.00508,             0.00508,             0.00508
                 166,            0.017777,            0.019623,          0.00056668,             0.95723,             0.97356,             0.97776,             0.92454,           0.0075715,            0.011625,          0.00016635,             0.00505,             0.00505,             0.00505
                 167,             0.01786,            0.019815,          0.00058327,             0.95793,              0.9718,             0.97773,             0.92497,           0.0075684,            0.011624,          0.00016635,             0.00502,             0.00502,             0.00502
                 168,            0.017827,            0.019622,          0.00057774,             0.95784,             0.97243,             0.97766,             0.92487,           0.0075638,            0.011621,          0.00016602,             0.00499,             0.00499,             0.00499
                 169,            0.017682,            0.019637,          0.00058134,             0.95789,              0.9732,              0.9776,             0.92513,           0.0075606,            0.011619,           0.0001658,             0.00496,             0.00496,             0.00496
                 170,            0.018052,            0.019426,          0.00059247,             0.95796,             0.97341,             0.97755,               0.925,           0.0075577,            0.011617,          0.00016548,             0.00493,             0.00493,             0.00493
                 171,            0.017707,            0.019416,           0.0005936,             0.95794,             0.97296,             0.97765,             0.92529,           0.0075533,            0.011614,          0.00016525,              0.0049,              0.0049,              0.0049
                 172,            0.017495,            0.019688,          0.00057161,             0.95795,             0.97227,             0.97759,              0.9253,           0.0075503,            0.011614,           0.0001648,             0.00487,             0.00487,             0.00487
                 173,            0.018111,            0.019706,          0.00061324,             0.95799,             0.97126,             0.97764,             0.92508,           0.0075453,             0.01161,          0.00016456,             0.00484,             0.00484,             0.00484
                 174,            0.017483,            0.019315,          0.00055681,             0.96078,             0.97123,             0.97767,             0.92494,           0.0075399,            0.011607,          0.00016422,             0.00481,             0.00481,             0.00481
                 175,             0.01782,            0.019419,          0.00056679,             0.96087,             0.97076,             0.97768,             0.92495,           0.0075377,            0.011607,           0.0001639,             0.00478,             0.00478,             0.00478
                 176,             0.01777,            0.019241,          0.00056758,             0.96091,             0.97087,             0.97771,             0.92488,           0.0075334,            0.011603,          0.00016361,             0.00475,             0.00475,             0.00475
                 177,            0.017475,            0.019229,          0.00058378,             0.96109,             0.97081,             0.97771,             0.92505,           0.0075268,            0.011598,          0.00016341,             0.00472,             0.00472,             0.00472
                 178,            0.017872,            0.019441,          0.00055541,             0.96061,             0.97081,             0.97779,             0.92519,            0.007522,            0.011594,          0.00016317,             0.00469,             0.00469,             0.00469
                 179,            0.017652,            0.019421,          0.00056779,             0.96005,             0.97142,             0.97781,             0.92562,           0.0075153,            0.011591,          0.00016301,             0.00466,             0.00466,             0.00466
                 180,            0.017422,            0.019257,          0.00058607,              0.9601,             0.97147,             0.97785,             0.92562,           0.0075102,            0.011586,          0.00016303,             0.00463,             0.00463,             0.00463
                 181,            0.017485,            0.019054,          0.00055442,             0.95919,             0.97268,             0.97782,             0.92552,           0.0075034,            0.011582,          0.00016335,              0.0046,              0.0046,              0.0046
                 182,              0.0176,            0.019306,          0.00056073,             0.95961,             0.97287,             0.97789,             0.92578,           0.0074981,            0.011578,          0.00016345,             0.00457,             0.00457,             0.00457
                 183,            0.017436,            0.019141,           0.0005898,             0.95991,              0.9728,             0.97788,             0.92557,           0.0074956,            0.011575,           0.0001634,             0.00454,             0.00454,             0.00454
                 184,            0.017831,            0.019543,           0.0005563,             0.95999,             0.97364,             0.97797,             0.92563,           0.0074898,            0.011571,          0.00016316,             0.00451,             0.00451,             0.00451
                 185,             0.01761,            0.019311,          0.00058084,             0.96001,             0.97364,             0.97801,             0.92583,            0.007487,            0.011567,            0.000163,             0.00448,             0.00448,             0.00448
                 186,            0.017397,            0.019065,          0.00055327,             0.95969,             0.97319,             0.97801,             0.92588,            0.007483,            0.011563,          0.00016277,             0.00445,             0.00445,             0.00445
                 187,            0.017481,            0.019202,          0.00055259,             0.96085,             0.97041,             0.97805,             0.92632,           0.0074821,             0.01156,          0.00016244,             0.00442,             0.00442,             0.00442
                 188,            0.017495,            0.019028,          0.00056763,              0.9616,             0.97037,             0.97806,             0.92634,           0.0074798,            0.011557,          0.00016234,             0.00439,             0.00439,             0.00439
                 189,            0.017453,            0.019086,           0.0005757,             0.96137,              0.9701,             0.97804,             0.92633,           0.0074774,            0.011555,          0.00016223,             0.00436,             0.00436,             0.00436
                 190,            0.017471,            0.019215,          0.00054816,             0.96212,             0.96998,             0.97814,             0.92651,           0.0074747,            0.011551,          0.00016213,             0.00433,             0.00433,             0.00433
                 191,            0.017136,            0.018924,          0.00054337,             0.96203,             0.96998,             0.97811,             0.92654,           0.0074725,            0.011547,          0.00016187,              0.0043,              0.0043,              0.0043
                 192,            0.017237,            0.019038,          0.00056227,             0.96385,             0.96851,             0.97822,             0.92701,           0.0074694,            0.011545,           0.0001617,             0.00427,             0.00427,             0.00427
                 193,            0.017132,            0.018699,          0.00055798,             0.96431,             0.96841,             0.97822,              0.9268,           0.0074667,            0.011544,          0.00016142,             0.00424,             0.00424,             0.00424
                 194,            0.017399,            0.018932,          0.00055901,             0.96459,             0.96909,             0.97823,              0.9271,           0.0074648,            0.011541,          0.00016118,             0.00421,             0.00421,             0.00421
                 195,            0.017115,            0.018898,          0.00056639,             0.96358,             0.96875,             0.97815,              0.9274,            0.007462,            0.011539,          0.00016093,             0.00418,             0.00418,             0.00418
                 196,            0.017255,            0.018628,          0.00059386,             0.96378,             0.96896,             0.97815,             0.92768,           0.0074587,            0.011537,          0.00016067,             0.00415,             0.00415,             0.00415
                 197,            0.017202,            0.018787,          0.00057833,             0.96307,             0.96914,             0.97821,             0.92771,           0.0074527,            0.011534,          0.00016042,             0.00412,             0.00412,             0.00412
                 198,            0.017356,            0.018753,          0.00057809,             0.96326,             0.96902,             0.97815,             0.92772,           0.0074485,            0.011531,          0.00016032,             0.00409,             0.00409,             0.00409
                 199,            0.017195,            0.018837,          0.00055685,              0.9642,             0.96875,             0.97826,             0.92791,           0.0074429,            0.011528,          0.00016027,             0.00406,             0.00406,             0.00406
                 200,            0.017157,             0.01865,          0.00053825,             0.96442,             0.96875,             0.97833,             0.92802,            0.007438,            0.011526,           0.0001602,             0.00403,             0.00403,             0.00403
                 201,            0.017183,            0.018597,          0.00058667,             0.96413,             0.96831,             0.97814,             0.92809,            0.007435,            0.011523,          0.00016003,               0.004,               0.004,               0.004
                 202,            0.017262,            0.018835,          0.00052446,             0.96259,              0.9697,             0.97814,             0.92816,           0.0074332,            0.011521,          0.00015973,             0.00397,             0.00397,             0.00397
                 203,            0.017173,            0.018811,          0.00054918,             0.96395,             0.96826,             0.97818,             0.92809,           0.0074307,             0.01152,          0.00015965,             0.00394,             0.00394,             0.00394
                 204,            0.017017,            0.018678,           0.0005442,             0.96387,             0.96826,             0.97826,             0.92849,           0.0074288,            0.011519,           0.0001596,             0.00391,             0.00391,             0.00391
                 205,            0.017097,            0.018858,          0.00053851,             0.96235,             0.97058,              0.9783,             0.92799,           0.0074256,            0.011516,          0.00015944,             0.00388,             0.00388,             0.00388
                 206,            0.016867,             0.01864,          0.00053811,             0.96201,             0.97127,             0.97829,             0.92805,           0.0074224,            0.011515,          0.00015925,             0.00385,             0.00385,             0.00385
                 207,            0.017028,            0.018906,          0.00054033,             0.96203,             0.97158,             0.97828,             0.92843,           0.0074208,            0.011514,          0.00015912,             0.00382,             0.00382,             0.00382
                 208,            0.016938,            0.018513,          0.00054891,             0.96209,             0.96978,             0.97827,             0.92843,           0.0074179,             0.01151,          0.00015899,             0.00379,             0.00379,             0.00379
                 209,            0.016982,             0.01883,          0.00056463,             0.96227,             0.96925,             0.97824,             0.92836,            0.007414,            0.011507,          0.00015867,             0.00376,             0.00376,             0.00376
                 210,            0.017015,            0.018518,          0.00055615,             0.96214,             0.96895,             0.97827,              0.9287,           0.0074106,            0.011506,          0.00015829,             0.00373,             0.00373,             0.00373
                 211,            0.016928,            0.018637,          0.00051345,             0.96213,             0.96915,             0.97824,              0.9287,           0.0074096,            0.011505,          0.00015806,              0.0037,              0.0037,              0.0037
                 212,            0.016949,            0.018488,          0.00054569,              0.9621,             0.96951,             0.97824,             0.92839,           0.0074076,            0.011504,          0.00015778,             0.00367,             0.00367,             0.00367
                 213,            0.017082,             0.01838,          0.00056456,             0.96216,             0.96957,             0.97818,             0.92838,           0.0074063,            0.011503,          0.00015728,             0.00364,             0.00364,             0.00364
                 214,            0.016864,            0.018543,          0.00052791,             0.96205,             0.96987,             0.97822,              0.9284,           0.0074048,            0.011502,          0.00015695,             0.00361,             0.00361,             0.00361
                 215,            0.016924,            0.018508,          0.00052717,             0.96156,             0.97123,             0.97821,             0.92837,            0.007402,            0.011501,          0.00015666,             0.00358,             0.00358,             0.00358
                 216,            0.016516,            0.018097,          0.00052769,             0.96156,             0.97058,             0.97818,             0.92883,           0.0073995,            0.011499,          0.00015645,             0.00355,             0.00355,             0.00355
                 217,            0.016723,            0.018271,           0.0005234,             0.96199,             0.97081,              0.9782,              0.9288,           0.0073986,            0.011499,          0.00015627,             0.00352,             0.00352,             0.00352
                 218,            0.016691,            0.018414,          0.00052729,             0.96256,             0.97154,             0.97822,             0.92877,           0.0073955,            0.011498,            0.000156,             0.00349,             0.00349,             0.00349
                 219,            0.016618,            0.018242,          0.00053871,             0.96431,             0.96737,             0.97828,             0.92874,           0.0073925,            0.011496,          0.00015586,             0.00346,             0.00346,             0.00346
                 220,            0.016635,            0.018228,          0.00052506,              0.9643,             0.96959,             0.97817,              0.9287,           0.0073888,            0.011495,          0.00015571,             0.00343,             0.00343,             0.00343
                 221,            0.016737,            0.018254,           0.0005451,             0.96419,             0.96882,             0.97818,             0.92893,           0.0073856,            0.011494,          0.00015545,              0.0034,              0.0034,              0.0034
                 222,            0.016923,            0.018411,          0.00054322,             0.96417,              0.9691,             0.97812,             0.92901,           0.0073819,            0.011492,          0.00015523,             0.00337,             0.00337,             0.00337
                 223,            0.016582,            0.018141,          0.00053809,             0.96448,             0.96914,             0.97817,               0.929,           0.0073778,            0.011491,          0.00015517,             0.00334,             0.00334,             0.00334
                 224,            0.016591,             0.01803,          0.00053706,             0.96354,             0.97047,             0.97819,             0.92908,           0.0073762,            0.011491,          0.00015498,             0.00331,             0.00331,             0.00331
                 225,            0.016347,            0.018044,          0.00051455,             0.96392,             0.97009,             0.97814,             0.92908,            0.007373,             0.01149,          0.00015479,             0.00328,             0.00328,             0.00328
                 226,            0.016623,            0.018012,          0.00052842,             0.96379,             0.97009,             0.97811,             0.92885,           0.0073689,            0.011488,          0.00015466,             0.00325,             0.00325,             0.00325
                 227,            0.016513,            0.017966,          0.00051272,             0.96405,             0.97026,             0.97806,             0.92885,           0.0073654,            0.011485,          0.00015457,             0.00322,             0.00322,             0.00322
                 228,            0.016828,            0.017866,          0.00055862,             0.96402,              0.9695,             0.97808,             0.92901,           0.0073614,            0.011484,           0.0001544,             0.00319,             0.00319,             0.00319
                 229,            0.016861,            0.017996,          0.00051341,             0.96401,             0.96956,             0.97801,             0.92889,           0.0073572,            0.011482,          0.00015428,             0.00316,             0.00316,             0.00316
                 230,            0.016743,            0.017942,          0.00052055,             0.96401,             0.96961,             0.97809,             0.92902,           0.0073532,             0.01148,          0.00015417,             0.00313,             0.00313,             0.00313
                 231,            0.016352,            0.017853,          0.00049111,             0.96402,             0.96974,             0.97815,              0.9294,           0.0073505,            0.011477,          0.00015407,              0.0031,              0.0031,              0.0031
                 232,            0.016362,            0.018098,          0.00052492,             0.96398,             0.97105,             0.97819,             0.92909,           0.0073475,            0.011477,          0.00015391,             0.00307,             0.00307,             0.00307
                 233,            0.016142,            0.018031,          0.00051421,              0.9639,             0.97108,             0.97807,             0.92905,           0.0073454,            0.011476,          0.00015373,             0.00304,             0.00304,             0.00304
                 234,            0.016317,            0.017657,          0.00051904,             0.96387,             0.97108,             0.97816,             0.92916,           0.0073424,            0.011476,          0.00015345,             0.00301,             0.00301,             0.00301
                 235,             0.01637,            0.017986,          0.00053114,             0.96366,             0.97112,             0.97822,             0.92936,           0.0073398,            0.011475,           0.0001533,             0.00298,             0.00298,             0.00298
                 236,            0.016173,            0.017641,          0.00051476,             0.96315,             0.97108,             0.97816,             0.92929,            0.007337,            0.011473,           0.0001532,             0.00295,             0.00295,             0.00295
                 237,            0.016666,            0.017803,          0.00053988,             0.96323,             0.97103,             0.97808,             0.92946,           0.0073325,            0.011472,          0.00015302,             0.00292,             0.00292,             0.00292
                 238,            0.016429,            0.017721,          0.00051236,             0.96332,             0.97103,             0.97819,             0.92949,           0.0073291,            0.011469,          0.00015289,             0.00289,             0.00289,             0.00289
                 239,             0.01628,            0.017595,          0.00052925,             0.96337,             0.97103,              0.9781,             0.92949,           0.0073263,            0.011467,          0.00015275,             0.00286,             0.00286,             0.00286
                 240,            0.016396,            0.017431,          0.00051764,             0.96385,             0.97148,             0.97823,             0.92919,           0.0073219,            0.011465,          0.00015248,             0.00283,             0.00283,             0.00283
                 241,            0.016103,            0.017481,          0.00049892,             0.96367,              0.9715,             0.97829,              0.9293,           0.0073186,            0.011463,          0.00015229,              0.0028,              0.0028,              0.0028
                 242,            0.016109,            0.017528,            0.000495,             0.96404,             0.97133,             0.97818,             0.92955,           0.0073162,            0.011462,          0.00015208,             0.00277,             0.00277,             0.00277
                 243,            0.016404,            0.017623,          0.00051294,             0.96401,             0.97111,             0.97815,             0.92954,           0.0073143,            0.011462,          0.00015192,             0.00274,             0.00274,             0.00274
                 244,             0.01639,            0.017605,           0.0005073,             0.96398,             0.97104,             0.97815,             0.92938,           0.0073119,            0.011461,          0.00015162,             0.00271,             0.00271,             0.00271
                 245,            0.016207,            0.017782,           0.0004803,             0.96398,             0.97147,              0.9781,             0.92941,           0.0073096,            0.011461,          0.00015136,             0.00268,             0.00268,             0.00268
                 246,            0.016028,            0.017684,          0.00048231,             0.96402,             0.97104,              0.9781,             0.92935,           0.0073063,             0.01146,          0.00015109,             0.00265,             0.00265,             0.00265
                 247,            0.015999,            0.017475,          0.00047152,             0.96419,              0.9702,             0.97817,             0.92944,           0.0073034,            0.011459,          0.00015095,             0.00262,             0.00262,             0.00262
                 248,            0.015885,            0.017313,          0.00047731,             0.96403,              0.9702,             0.97813,              0.9292,           0.0073002,            0.011459,          0.00015077,             0.00259,             0.00259,             0.00259
                 249,            0.016007,            0.017675,          0.00051801,             0.96345,             0.97014,              0.9781,             0.92922,           0.0072976,            0.011459,          0.00015038,             0.00256,             0.00256,             0.00256
                 250,            0.015789,            0.017364,          0.00048964,             0.96353,             0.97023,             0.97813,             0.92923,           0.0072949,            0.011458,          0.00015006,             0.00253,             0.00253,             0.00253
                 251,            0.016156,            0.017507,          0.00049426,              0.9636,             0.97086,             0.97812,              0.9292,           0.0072936,            0.011458,          0.00014988,              0.0025,              0.0025,              0.0025
                 252,            0.015845,            0.017057,          0.00049301,              0.9636,             0.97077,             0.97811,             0.92915,           0.0072917,            0.011459,          0.00014966,             0.00247,             0.00247,             0.00247
                 253,            0.015886,            0.017241,          0.00050337,              0.9632,             0.97058,             0.97816,             0.92918,           0.0072905,             0.01146,          0.00014955,             0.00244,             0.00244,             0.00244
                 254,            0.016204,              0.0175,          0.00050995,             0.96361,              0.9707,             0.97817,             0.92916,           0.0072892,            0.011461,          0.00014939,             0.00241,             0.00241,             0.00241
                 255,            0.016124,            0.017205,          0.00049797,             0.96363,             0.97116,             0.97818,             0.92929,            0.007288,            0.011461,          0.00014928,             0.00238,             0.00238,             0.00238
                 256,             0.01567,            0.017212,           0.0004868,             0.96347,             0.97118,             0.97818,             0.92937,           0.0072879,            0.011463,          0.00014912,             0.00235,             0.00235,             0.00235
                 257,            0.015781,            0.017258,          0.00048476,             0.96357,             0.97117,             0.97825,             0.92973,           0.0072868,            0.011464,          0.00014899,             0.00232,             0.00232,             0.00232
                 258,            0.015927,            0.017165,          0.00046836,             0.96356,             0.97097,             0.97823,             0.92939,           0.0072862,            0.011462,          0.00014876,             0.00229,             0.00229,             0.00229
                 259,            0.015916,            0.017278,           0.0004758,              0.9635,             0.97146,             0.97815,              0.9292,           0.0072851,            0.011462,          0.00014864,             0.00226,             0.00226,             0.00226
                 260,            0.015778,            0.017383,          0.00047105,              0.9635,             0.97136,             0.97817,             0.92926,           0.0072856,            0.011461,          0.00014851,             0.00223,             0.00223,             0.00223
                 261,            0.015734,            0.017219,          0.00047026,             0.96357,             0.97161,             0.97805,             0.92905,           0.0072844,            0.011461,          0.00014838,              0.0022,              0.0022,              0.0022
                 262,            0.015734,            0.017123,          0.00046609,             0.96356,             0.97125,             0.97816,              0.9291,           0.0072834,             0.01146,          0.00014829,             0.00217,             0.00217,             0.00217
                 263,             0.01591,            0.017214,          0.00049065,             0.96393,             0.97128,             0.97815,             0.92912,            0.007283,             0.01146,          0.00014817,             0.00214,             0.00214,             0.00214
                 264,            0.015938,            0.017126,          0.00049802,             0.96442,             0.97097,             0.97812,             0.92909,           0.0072824,            0.011459,          0.00014816,             0.00211,             0.00211,             0.00211
                 265,             0.01554,            0.017066,          0.00048339,             0.96443,             0.97097,             0.97814,             0.92941,           0.0072812,            0.011458,           0.0001481,             0.00208,             0.00208,             0.00208
                 266,            0.015672,            0.017155,          0.00045278,             0.96471,             0.97092,             0.97817,             0.92947,           0.0072804,            0.011458,          0.00014801,             0.00205,             0.00205,             0.00205
                 267,            0.015684,            0.016787,          0.00045338,             0.96486,             0.97092,             0.97812,             0.92939,           0.0072795,            0.011458,          0.00014776,             0.00202,             0.00202,             0.00202
                 268,            0.015578,            0.016611,           0.0004859,             0.96508,             0.97088,             0.97811,             0.92946,           0.0072785,            0.011458,          0.00014761,             0.00199,             0.00199,             0.00199
                 269,            0.015666,            0.017095,          0.00048133,             0.96511,             0.97024,             0.97816,             0.92947,           0.0072766,            0.011458,          0.00014726,             0.00196,             0.00196,             0.00196
                 270,            0.015501,            0.016872,          0.00048121,              0.9651,             0.97013,             0.97819,             0.92956,           0.0072767,            0.011458,          0.00014709,             0.00193,             0.00193,             0.00193
                 271,            0.015754,            0.016727,          0.00047222,             0.96509,             0.97045,             0.97819,              0.9296,           0.0072764,            0.011458,          0.00014681,              0.0019,              0.0019,              0.0019
                 272,            0.015627,            0.016917,          0.00046928,             0.96516,             0.97062,             0.97814,             0.92949,           0.0072761,            0.011459,          0.00014664,             0.00187,             0.00187,             0.00187
                 273,            0.015623,            0.016447,          0.00047265,             0.96519,             0.97075,              0.9782,             0.92949,            0.007276,            0.011459,          0.00014636,             0.00184,             0.00184,             0.00184
                 274,            0.015368,            0.016707,          0.00046921,             0.96522,             0.97074,             0.97825,             0.92961,           0.0072769,             0.01146,          0.00014626,             0.00181,             0.00181,             0.00181
                 275,             0.01547,            0.016927,          0.00046111,             0.96519,             0.97079,             0.97821,             0.92965,           0.0072761,             0.01146,          0.00014594,             0.00178,             0.00178,             0.00178
                 276,            0.015478,            0.016693,          0.00047752,             0.96518,             0.97098,             0.97824,             0.92972,           0.0072771,             0.01146,           0.0001457,             0.00175,             0.00175,             0.00175
                 277,            0.015665,            0.016741,          0.00045182,             0.96519,             0.97124,             0.97819,             0.92965,           0.0072769,             0.01146,          0.00014541,             0.00172,             0.00172,             0.00172
                 278,            0.015494,            0.016705,          0.00048095,             0.96519,             0.97129,             0.97823,             0.92988,           0.0072755,             0.01146,           0.0001452,             0.00169,             0.00169,             0.00169
                 279,              0.0151,            0.016559,          0.00044263,             0.96514,             0.97112,             0.97826,             0.92989,           0.0072755,            0.011459,          0.00014503,             0.00166,             0.00166,             0.00166
                 280,             0.01531,            0.016661,          0.00046682,             0.96519,             0.97109,             0.97824,             0.93018,           0.0072766,            0.011459,          0.00014487,             0.00163,             0.00163,             0.00163
                 281,            0.015415,            0.016612,          0.00045588,             0.96493,             0.97087,             0.97823,             0.93043,            0.007277,            0.011459,          0.00014478,              0.0016,              0.0016,              0.0016
                 282,            0.015275,            0.016336,          0.00044249,             0.96493,             0.97086,             0.97828,             0.93045,           0.0072771,            0.011459,          0.00014466,             0.00157,             0.00157,             0.00157
                 283,            0.015186,            0.016553,          0.00043139,             0.96449,              0.9708,             0.97829,             0.93032,           0.0072782,            0.011461,          0.00014454,             0.00154,             0.00154,             0.00154
                 284,            0.015246,            0.016242,          0.00044141,             0.96456,             0.97076,              0.9783,              0.9303,           0.0072775,             0.01146,          0.00014438,             0.00151,             0.00151,             0.00151
                 285,            0.015218,            0.016091,          0.00044353,             0.96421,             0.97076,             0.97825,             0.93019,           0.0072774,            0.011461,          0.00014427,             0.00148,             0.00148,             0.00148
                 286,            0.015393,            0.016589,          0.00046117,             0.96421,             0.97076,             0.97827,             0.93023,           0.0072785,            0.011462,          0.00014401,             0.00145,             0.00145,             0.00145
                 287,             0.01524,            0.016149,          0.00044094,             0.96437,             0.97053,              0.9783,             0.93028,             0.00728,            0.011464,          0.00014389,             0.00142,             0.00142,             0.00142
                 288,            0.015088,            0.016333,          0.00044468,             0.96427,             0.97038,             0.97829,             0.93023,           0.0072811,            0.011465,          0.00014369,             0.00139,             0.00139,             0.00139
                 289,            0.015184,            0.016228,          0.00043513,             0.96477,             0.97028,             0.97828,             0.93031,           0.0072815,            0.011466,          0.00014341,             0.00136,             0.00136,             0.00136
                 290,            0.015345,            0.016312,          0.00044494,              0.9649,             0.97027,              0.9783,             0.93024,           0.0072816,            0.011467,          0.00014324,             0.00133,             0.00133,             0.00133
                 291,            0.015156,            0.016435,            0.000423,              0.9652,              0.9704,             0.97826,             0.93027,           0.0072824,             0.01147,          0.00014298,              0.0013,              0.0013,              0.0013
                 292,            0.015393,            0.016076,          0.00045268,             0.96519,             0.97047,             0.97826,             0.93079,            0.007281,             0.01147,          0.00014278,             0.00127,             0.00127,             0.00127
                 293,            0.015315,            0.016234,          0.00046016,             0.96519,             0.97063,             0.97821,             0.93083,           0.0072822,            0.011473,          0.00014253,             0.00124,             0.00124,             0.00124
                 294,            0.014964,            0.016212,          0.00044351,             0.96521,             0.97043,             0.97823,             0.93086,           0.0072823,            0.011476,          0.00014239,             0.00121,             0.00121,             0.00121
                 295,            0.015162,            0.016099,          0.00045151,             0.96519,             0.97078,             0.97822,             0.93097,           0.0072815,            0.011477,          0.00014205,             0.00118,             0.00118,             0.00118
                 296,            0.014998,            0.016116,          0.00041898,              0.9652,             0.97089,             0.97829,               0.931,           0.0072818,            0.011479,           0.0001418,             0.00115,             0.00115,             0.00115
                 297,             0.01497,            0.016089,          0.00044185,             0.96522,             0.97073,             0.97828,             0.93099,           0.0072805,             0.01148,           0.0001416,             0.00112,             0.00112,             0.00112
                 298,            0.015038,            0.016058,          0.00044213,             0.96521,             0.97057,             0.97817,             0.93093,             0.00728,            0.011482,          0.00014132,             0.00109,             0.00109,             0.00109
                 299,            0.014989,             0.01605,          0.00043322,             0.96522,             0.97062,             0.97813,             0.93088,           0.0072816,            0.011485,          0.00014104,             0.00106,             0.00106,             0.00106
